,Name,Actual_price,Selling_price,Overall_rating,No_of_ratings_and_reviews,Reviews,Discount,One_star,Two_star,Three_star,Four_star,Five_star,Postive,Negative,Neutral
537,"HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv1002TU Thin and Light Laptop  (14 inch, Tranquil Pink, 1.41 kg)","₹79,445","₹65,999",4.5,33 Ratings & 2 Reviews,",Wonderful,Just wow!",16% off,21,11,0,0.0,1,2,0,1
538,"DELL 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050) 5577 Gaming Laptop  (15.6 inch, Black, 2.56 kg, With MS Office)",0,"₹77,234",4.4,295 Ratings & 71 Reviews,",Mind-blowing purchase,Best in the market!,Beastly Notebook,Awesome,Terrific purchase,Great product,Very Good,Wonderful,Good choice,Nice product",0% off,187,74,17,3.0,14,8,0,3
539,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
540,"acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX 215-54 Thin and Light Laptop  (15.6 Inch, Charcoal Black, 1.7 Kg)","₹52,990","₹33,990",3.2,0,,35% off,6,4,0,0.0,0,0,0,0
541,"acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050Ti) G3-572 Gaming Laptop  (15.6 inch, Black, 2.7 kg)",0,"₹1,29,999",4.5,"3,227 Ratings & 693 Reviews",",ET Review: Winner with great performance, top-notch specifications,PCMag Review: Acer has managed to tick almost all the checkboxes,Disappointed with Acer's Trickery,The best purchase I have ever made. Thank you Flipkart.,Terrific purchase,Terrific,A good product from Acer with Trimmed down Specs,Worth every penny,Nice,Great product",0% off,"2,288",619,115,40.0,165,8,1,3
542,"acer Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 2050) A515-57G Gaming Laptop  (15.6 inch, Steel Gray, 1.8 Kg)","₹79,990","₹62,990",3.2,"(15,117)",,21% off,"2,288",619,115,40.0,165,0,0,0
543,"MSI GS66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 Hz) GS66 Stealth 11UG-418IN Gaming Laptop  (15.6 inch, Black, 2.1 Kg)","₹2,35,990","₹1,99,990",4.6,"(61,939)",,15% off,"2,288",619,115,40.0,165,0,0,0
544,"ASUS Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X513EP-BQ502TS Laptop  (15.6 inch, Bespoke Black, With MS Office)","₹79,990","₹59,400",3.9,(300),,25% off,"2,288",619,115,40.0,165,0,0,0
545,"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3505 Notebook  (15.6 Inch, Soft Mint, 1.83 KG, With MS Office)","₹49,613","₹45,890",4.3,748 Ratings & 95 Reviews,",Good quality product,good for the budget but heating is on the higher side.,Great product,Perfect product!,Great product,Best in the market!,Delightful,Budget Laptop 40k,Very Good,Classy product",7% off,442,196,58,21.0,31,9,0,2
546,"ASUS Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060) UX581LV-H2035T Gaming Laptop  (15.6 inch, Celestial Blue, 2.50 kg)","₹3,26,990","₹2,69,990",4.8,8 Ratings & 1 Reviews,",Good",17% off,7,0,1,0.0,0,1,0,1
547,"HP Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) EQ2144AU Laptop  (15.6 inch, Natural Silver, With MS Office)","₹60,959","₹47,490",4.3,35 Ratings & 2 Reviews,",Fabulous!,Mind-blowing purchase",22% off,19,12,2,0.0,2,1,0,2
548,"ASUS Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) M515UA-EJ512TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)","₹62,990","₹47,900",4.6,17 Ratings & 2 Reviews,",Worth the money,Brilliant",23% off,12,4,0,1.0,0,2,0,1
549,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515EA-BR391W Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 kg)","₹46,990","₹32,990",4.0,46 Ratings & 2 Reviews,",Worthless,Absolute rubbish!",29% off,27,8,1,3.0,7,0,1,2
550,"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Blue, 1.38 kg, With MS Office)","₹54,999","₹47,990",4.4,"7,712 Ratings & 1,222 Reviews",",Delightful,Decent product,Fabulous!,Just wow!,Pretty good,Brilliant,Awesome,Classy product,Really Nice,Good",12% off,"5,080","1,744",380,101.0,407,9,0,2
551,"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN93HN/A  (13.3 inch, Silver, 1.29 kg)","₹99,900","₹96,990",4.7,"7,508 Ratings & 697 Reviews",",Value-for-money,Classy product,Highly recommended,Just wow!,Mind-blowing purchase,Mind-blowing purchase,Fabulous!,Classy product,Terrific,Very Good",2% off,"6,203",889,149,54.0,213,7,0,4
552,"ASUS Vivobook 15 Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515EA-BQ562TS Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹69,500","₹54,499",4.4,15 Ratings & 0 Reviews,,21% off,9,3,3,0.0,0,0,0,0
553,"DELL Inspiron 3501 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 3501 Thin and Light Laptop  (15.6 inch, Softmint, 1.83 kg, With MS Office)","₹69,812","₹63,990",4.3,190 Ratings & 18 Reviews,",Wonderful,Wonderful,Perfect product!,Really Nice,Terrific purchase,Fabulous!,Absolute rubbish!,Fabulous!,Excellent,Terrific",8% off,106,60,10,2.0,12,9,0,2
554,"ASUS ROG Flow Z13 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA-LD049WS Gaming Laptop  (13.4 inch, Black, 1.12 kg, With MS Office)","₹1,79,990","₹1,36,990",4.6,(16),,23% off,106,60,10,2.0,12,0,0,0
555,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,106,60,10,2.0,12,0,0,0
556,"ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 11 Home) E210MA-GJ011W Thin and Light Laptop  (11.6 Inch, Peacock Blue, 1.05 kg)","₹27,990","₹21,990",4.3,6 Ratings & 0 Reviews,,21% off,5,0,0,0.0,1,0,0,0
557,"acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5-5500U hexa-core - (8 GB/512 GB SSD/Windows 10 Home) A515-45 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.76 kg, With MS Office)","₹65,000","₹53,390",4.3,55 Ratings & 6 Reviews,",Simply awesome,Simply awesome,Awesome,Fabulous!,Fabulous!,Mind-blowing purchase",17% off,30,18,4,1.0,2,5,0,2
558,"acer Aspire 3 Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook  (14 inch, Silver)","₹36,990","₹28,990",3.2,(6),,21% off,30,18,4,1.0,2,0,0,0
559,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
560,"HP Spectre x360 14 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) 14-ea0541TU 2 in 1 Laptop  (13.5 inch, Nightfall Black, 1.34 Kg)","₹1,78,464","₹1,33,490",4.6,"(9,041)",,25% off,13,13,4,1.0,1,0,0,0
561,"Lenovo Ryzen 3 Dual Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 1 15ADA7 Laptop  (15.6 inch, Cloud Grey, With MS Office)","₹54,490","₹36,290",3.5,"(9,041)",,33% off,13,13,4,1.0,1,0,0,0
562,"MSI GS66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 Hz) GS66 Stealth 11UG-418IN Gaming Laptop  (15.6 inch, Black, 2.1 Kg)","₹2,35,990","₹1,99,990",4.6,"(61,939)",,15% off,13,13,4,1.0,1,0,0,0
563,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
564,"acer Swift 3 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314-512 Thin and Light Laptop  (14 Inch, Pure Silver, 1.25 kg, With MS Office)","₹83,999","₹69,990",4.6,(300),,16% off,6,4,0,0.0,0,0,0,0
565,"acer Aspire 5 Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) A515-45-R9PX Thin and Light Laptop  (15.6 inch, Silver, 1.76 kg)","₹79,999","₹59,990",5.0,3 Ratings & 0 Reviews,,25% off,3,0,0,0.0,0,0,0,0
566,"ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX363EA-HP501TS 2 in 1 Laptop  (13.3 inch, Pine Grey, 1.30 kg, With MS Office)","₹1,16,990","₹79,990",4.3,12 Ratings & 2 Reviews,",Simply awesome,Classy product",31% off,9,0,2,0.0,1,2,0,1
567,"MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) Sword 15 A12UD-471IN Gaming Laptop  (15.6 Inch, White, 2.25 Kg)","₹1,11,990","₹85,990",4.6,"(61,939)",,23% off,9,0,2,0.0,1,0,0,0
568,"HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) 16-B1351TX Laptop  (16.1 inch, Shadow Black, 2.32 kg, With MS Office)",0,"₹1,44,128",3.1,"(61,939)",,0% off,9,0,2,0.0,1,0,0,0
569,"Lenovo Yoga Slim 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and Light Laptop  (14 inch, Slate Grey, 1.5 kg, With MS Office)","₹1,13,290","₹74,990",4.0,21 Ratings & 3 Reviews,",Totally Worth iI!,Bad quality,Useless product",33% off,12,3,2,1.0,3,1,2,1
570,"Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light Laptop  (14 inch, Graphite Grey, 1.39 kg, With MS Office)","₹60,990","₹54,990",4.4,552 Ratings & 71 Reviews,",Good quality product,Classy product,Nice product,Mind-blowing purchase,Best buy under 60k .,Great product,Good,Brilliant,Terrific purchase,Simply awesome",9% off,358,135,21,10.0,28,9,0,2
571,"ASUS Vivobook Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB502TS Thin and Light Laptop  (14 inch, Transparent Silver, 1.55 kg, With MS Office)","₹64,990","₹45,990",4.8,5 Ratings & 0 Reviews,,29% off,4,1,0,0.0,0,0,0,0
572,"SAMSUNG Galaxy Book2 Core i5 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) NP750XED-KB1IN Thin and Light Laptop  (15.6 Inch, Graphite, 1.57 kg, With MS Office)","₹79,990","₹61,990",5.0,3 Ratings & 0 Reviews,,22% off,3,0,0,0.0,0,0,0,0
573,"Lenovo IdeaPad 3 Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) CB 11IGL05 Chromebook  (11.6 Inch, Onyx Black, 1.12 kg)","₹24,840","₹18,990",3.5,822 Ratings & 100 Reviews,",Great product,Highly recommended,Simply awesome,Really Nice,Great product,Must buy!,Awesome,Awesome,Super!,Wonderful",23% off,375,118,73,50.0,206,9,0,2
574,"ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522WS Thin and Light Laptop  (14 inch, Indie Black, 1.40 kg, With MS Office)","₹81,990","₹56,990",4.6,(300),,30% off,375,118,73,50.0,206,0,0,0
575,"MSI Modern 14 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-473IN Notebook  (14 inch, Carbon Grey, 1.3 Kg)","₹78,990","₹58,990",4.2,51 Ratings & 8 Reviews,",Good choice,Really Nice,Nice product,Not recommended at all,Terrific purchase,Unsatisfactory,Great product,Moderate",25% off,35,7,1,2.0,6,5,1,3
576,"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (14.96 cm, Carbon Black, 1.8 kg, With MS Office)","₹54,723","₹44,390",4.3,18 Ratings & 1 Reviews,",Mind-blowing purchase",18% off,11,5,0,0.0,2,0,0,2
577,"Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB14s ITL Yoga 2 in 1 Laptop  (14 inch, Mineral Grey, 1.5 kg, With MS Office)","₹1,09,696","₹84,990",4.2,34 Ratings & 6 Reviews,",Terrific purchase,Best 2 in 1 upgradable laptop!,Worth every penny,Nice,Fabulous!",22% off,18,12,1,0.0,3,5,0,1
578,"ASUS Vivobook 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X415EA-EB322WS Thin and Light Laptop  (14.1 inch, Transparent Silver, 1.6 kg, With MS Office)","₹55,990","₹38,990",4.5,4 Ratings & 0 Reviews,,30% off,2,2,0,0.0,0,0,0,0
579,"MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) stealth gs66 12ugs-038in Gaming Laptop  (15.6 Inch, Black, 2.1 Kg)","₹3,13,990","₹2,79,990",4.6,"(61,939)",,10% off,2,2,0,0.0,0,0,0,0
580,"Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Laptop  (14 inch, Black, 1.4 KG)","₹82,990","₹45,990",4.2,13 Ratings & 2 Reviews,",Highly recommended,Super!",44% off,9,2,0,0.0,2,2,0,1
581,"acer Aspire 3 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook  (14 inch, Silver)","₹32,990","₹27,490",4.6,(6),,16% off,9,2,0,0.0,2,0,0,0
582,"APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A  (14.2 inch, Space Grey�, 1.6 kg)","₹2,39,900","₹2,25,990",4.8,80 Ratings & 14 Reviews,",Great product,Great product,Highly recommended,Fabulous!,Fabulous!,Awesome,Terrific,Wonderful,Terrific purchase,Terrific",5% off,70,7,0,0.0,3,10,0,1
583,"ASUS ROG Zephyrus M16 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050/144 Hz) GU603HE-KR051TS Gaming Laptop  (16 inch, Off Black, 1.90 Kg kg, With MS Office)","₹1,94,990","₹1,19,990",4.6,(17),,38% off,70,7,0,0.0,3,0,0,0
584,"MSI Katana GF66 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) Katana GF66 12UD-472IN Gaming Laptop  (15.6 Inch, Black, 2.25 Kg)","₹1,11,990","₹85,990",4.6,"(3,220)",,23% off,70,7,0,0.0,3,0,0,0
585,"APPLE MacBook Air Core i5 5th Gen - (8 GB/128 GB SSD/Mac OS Sierra) MQD32HN/A  (13.3 inch, Silver, 1.35 kg)","₹84,900","₹73,490",4.7,"30,906 Ratings & 3,303 Reviews",",Fabulous!,Mind-blowing purchase,Simply awesome,Terrific,Just wow!,An excellent laptop.,Super!,Fabulous!,Just wow!,Simply awesome",13% off,"24,558","4,380",778,269.0,921,9,0,2
586,"HP Pavilion x360 Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1047TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","₹92,000","₹85,900",3.7,3 Ratings & 0 Reviews,,6% off,2,0,0,0.0,1,0,0,0
587,"DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)","₹59,600","₹47,400",4.3,271 Ratings & 46 Reviews,",Wonderful,Wonderful,Super!,Fabulous!,Excellent,Excellent,Perfect product!,Really Nice,Worth the money,Bad quality",20% off,169,62,14,5.0,21,9,1,1
588,"DELL XPS Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) XPS 9300 Thin and Light Laptop  (13.3 inch, Silver, 1.27 kg, With MS Office)","₹1,54,446","₹1,32,990",4.6,(51),,13% off,169,62,14,5.0,21,0,0,0
589,"APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNA3HN/A  (13.3 inch, Silver, 1.29 kg)","₹1,17,900","₹1,12,990",4.7,971 Ratings & 110 Reviews,",Perfect product!,Highly recommended,Awesome,Super!,Terrific purchase,Terrific beast for a computer,Great product,Simply awesome,Terrific,Terrific purchase",4% off,804,107,18,6.0,36,10,0,1
590,"Lenovo APU Dual Core E2 E2-9000 7th Gen - (4 GB/1 TB HDD/DOS) IP 320E Laptop  (15.6 inch, Black, 2.2 kg)",0,"₹18,890",3.6,"1,136 Ratings & 259 Reviews",",Excellent buy at 15500/-,Classy product,Met my expectations except for the installed RAM.,Highly recommended,Excellent,Does the job,Pretty good,Did not meet expectations,Worst product ever,Unsatisfactory",0% off,509,208,113,70.0,236,5,1,5
591,"acer Travelmate Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Notebook  (14 inches, Black, 1.68 kg)","₹60,000","₹55,990",3.6,11 Ratings & 3 Reviews,",Perfect product!,Good,Just wow!",6% off,6,1,1,0.0,3,3,0,1
592,"Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG0 Laptop  (15.6 inch, Raven Black, 2.3 KG)","₹86,690","₹65,990",4.3,139 Ratings & 17 Reviews,",Worth every penny,Does the job,Good,Highly recommended,Pretty good,Must buy!,Worst experience ever!,Terrific purchase,Perfect product!,Does the job",23% off,87,29,11,2.0,10,6,1,4
593,"ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BV0523 Chromebook  (14 inch, Silver, 1.20 Kg)","₹24,990","₹19,990",3.8,831 Ratings & 121 Reviews,",Value-for-money,Highly recommended,Perfect product!,Nice,Awesome,Can't even handle zoom calls,Wonderful,Worth every penny,Terrific,Simply awesome",20% off,404,179,69,41.0,138,8,0,3
594,"ASUS ROG Zephyrus M16 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060/165 Hz) GU603HM-K8073TS Gaming Laptop  (16 inch, Off Black, 1.90 kg, With MS Office)","₹2,20,990","₹1,54,990",4.6,14 Ratings & 2 Reviews,",Super!,Worth every penny",29% off,11,2,0,0.0,1,2,0,1
595,"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/60 Hz) GV301QE-K5152TS 2 in 1 Gaming Laptop  (13.4 inch, Off&Black, 1.30 Kg, With MS Office)","₹2,14,990","₹1,56,990",4.0,3 Ratings & 0 Reviews,,26% off,1,1,1,0.0,0,0,0,0
596,"HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti) 16-B0352TX Gaming Laptop  (16.1 Inch, Shadow Black, 2.32 Kg, With MS Office)","₹1,38,399","₹1,18,300",4.6,(10),,14% off,1,1,1,0.0,0,0,0,0
597,"acer Swift 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF514-52T -59JY Thin and Light Laptop  (14 inch, Charcoal Blue, 0.97 kg)","₹87,999","₹69,390",3.8,4 Ratings & 1 Reviews,",PRODUCT FOR SPECIFIC CUSTOMERS ONLY",21% off,2,1,0,0.0,1,0,0,2
598,"ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB531WS Thin and Light Laptop  (14 inch, Cobalt Blue, 1.40 kg, With MS Office)","₹80,990","₹55,990",4.3,198 Ratings & 22 Reviews,",Fabulous!,Worth investing,Classy product,Really Nice,Really Nice,Simply awesome,Worth every penny,Great product,Must buy!,Just wow!",30% off,122,45,9,5.0,17,9,0,2
599,"Mi Notebook Horizon Edition 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) JYU4246IN Thin and Light Laptop  (14 inch, Grey, 1.35 kg)","₹65,999","₹42,990",4.2,424 Ratings & 41 Reviews,",Disappointed and not recommended.,Worth the money,Excellent,Very Good,Nice product,Really Nice,Horrible,Worth the money,Good quality product,Unsatisfactory",34% off,257,79,39,10.0,39,7,2,2
600,"ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) UX482EG-KA521WS Thin and Light Laptop  (14 inch, Celestial Blue, 1.62 kg, With MS Office)","₹1,66,368","₹1,14,990",4.6,"(61,939)",,30% off,257,79,39,10.0,39,0,0,0
601,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)","₹56,771","₹44,390",4.0,19 Ratings & 2 Reviews,",Very Good,Utterly Disappointed",21% off,9,7,0,0.0,3,1,1,1
602,"HP Ryzen 3 Dual Core - (8 GB/1 TB HDD/Windows 11 Home) 255 G8 Laptop  (15.6 inch, Dark Ash)","₹39,498","₹30,990",4.1,30 Ratings & 3 Reviews,",Value-for-money,Terrific,Useless product",21% off,18,5,2,2.0,3,1,1,2
603,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,18,5,2,2.0,3,0,0,0
604,"MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q) GF63 Thin 11SC-853IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)","₹78,990","₹60,990",4.6,(79),,22% off,18,5,2,2.0,3,0,0,0
605,"ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) G513RM-HQ271WS Gaming Laptop  (15.6 inch, Eclipse Gray, 2.30 kg, With MS Office)","₹1,76,990","₹1,43,990",4.6,(17),,18% off,18,5,2,2.0,3,0,0,0
606,"LG Gram Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Gram 16Z90P-G.AJ64A2 Thin and Light Laptop  (16 inch, Snow White, 1.19 kg)","₹1,30,000","₹86,990",4.6,"(61,939)",,33% off,18,5,2,2.0,3,0,0,0
607,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
608,"ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FA766IC-HX005W Gaming Laptop  (17.3 Inch, Eclipse Gray, 2.60 Kg)","₹1,06,990","₹80,990",4.2,6 Ratings & 4 Reviews,",Just wow!,Simply awesome,Pretty good",24% off,4,1,0,0.0,1,3,0,1
609,"ASUS Vivobook 14 Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/256 GB SSD/Windows 10 Home) M415DA-EK322TS Thin and Light Laptop  (14.1 inch, Transparent Silver, 1.5 kg, With MS Office)","₹46,990","₹33,990",4.2,53 Ratings & 5 Reviews,",Excellent,Worth every penny,Fabulous!,Decent product,Fair",27% off,30,11,6,2.0,4,4,0,2
610,"MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS-097IN Thin and Light Laptop  (14 inch, Grey, 1.29 kg)","₹1,23,990","₹1,04,990",3.9,87 Ratings & 10 Reviews,",Terrific,Wonderful,Classy product,Bad quality,Just wow!,Moderate,Fabulous!,poor make and quality,  along with poor service quality.,Must buy!,Don't waste your money",15% off,53,9,5,4.0,16,6,3,3
611,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
612,"MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) Pulse GL66 12UEK-046IN Gaming Laptop  (15.6 inch, Gray, 2.25 kg)","₹1,56,990","₹1,24,990",4.1,7 Ratings & 4 Reviews,",Really Nice,Fabulous!,Super!,Excellent",20% off,4,2,0,0.0,1,4,0,1
